"State","District","Date","Year","Month","Avg_rainfall","Agency_name"
"Chandigarh","Chandigarh","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Chandigarh","Chandigarh","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Balod","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Balod","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Balod","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Baloda Bazar","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Baloda Bazar","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Baloda Bazar","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Balrampur","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Balrampur","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Balrampur","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Balrampur","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Balrampur","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Balrampur","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Bastar","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Bastar","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Bastar","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Bemetara","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Bemetara","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Bemetara","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Bijapur","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Bijapur","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Bijapur","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Bilaspur","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Bilaspur","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Bilaspur","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Bilaspur","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Bilaspur","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Bilaspur","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Dantewada","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Dantewada","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Dantewada","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Dhamtari","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Dhamtari","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Dhamtari","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Durg","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Durg","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Durg","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Gariyaband","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Gariyaband","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Gariyaband","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Gaurella Pendra Marwahi","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Gaurella Pendra Marwahi","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Gaurella Pendra Marwahi","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Janjgir-Champa","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Janjgir-Champa","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Janjgir-Champa","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Jashpur","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Jashpur","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Jashpur","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Kabirdham","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Kabirdham","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Kabirdham","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Kanker","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Kanker","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Kanker","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Kondagaon","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Kondagaon","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Kondagaon","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Korba","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Korba","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Korba","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Korea","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Korea","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Korea","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Mahasamund","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Mahasamund","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Mahasamund","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Mungeli","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Mungeli","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Mungeli","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Narayanpur","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Narayanpur","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Narayanpur","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Raigarh","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Raigarh","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Raigarh","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Raipur","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Raipur","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Raipur","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Rajnandgaon","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Rajnandgaon","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Rajnandgaon","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Sukma","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Sukma","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Sukma","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Surajpur","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Surajpur","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Surajpur","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Surguja","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Surguja","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Chhattisgarh","Surguja","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Dadra & Nagar Haveli","Dadra And Nagar Haveli","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Dadra & Nagar Haveli","Dadra And Nagar Haveli","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Dadra & Nagar Haveli","Dadra And Nagar Haveli","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Daman & Diu","Daman","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Daman & Diu","Daman","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Daman & Diu","Daman","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Daman & Diu","Diu","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Daman & Diu","Diu","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Daman & Diu","Diu","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Delhi","Central","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Delhi","Central","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Delhi","Central","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Delhi","East","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Delhi","East","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Delhi","East","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Delhi","New Delhi","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Delhi","New Delhi","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Delhi","New Delhi","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Delhi","North","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Delhi","North","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Delhi","North","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Delhi","North East","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Delhi","North East","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Delhi","North East","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Delhi","North West","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Delhi","North West","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Delhi","North West","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Delhi","Shahdara","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Delhi","Shahdara","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Delhi","Shahdara","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Delhi","South","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Delhi","South","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Delhi","South","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Delhi","South East","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Delhi","South East","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Delhi","South East","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Delhi","South West","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Delhi","South West","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Delhi","South West","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Delhi","West","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Delhi","West","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Delhi","West","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Goa","North Goa","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Goa","North Goa","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Goa","North Goa","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Goa","South Goa","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Goa","South Goa","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Goa","South Goa","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Gujarat","Ahmadabad","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Gujarat","Ahmadabad","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Gujarat","Ahmadabad","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Gujarat","Amreli","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Gujarat","Amreli","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Gujarat","Amreli","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Gujarat","Anand","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Gujarat","Anand","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Gujarat","Anand","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Gujarat","Arvalli","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Gujarat","Arvalli","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Gujarat","Arvalli","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Gujarat","Banas Kantha","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Gujarat","Banas Kantha","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Gujarat","Banas Kantha","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Gujarat","Bharuch","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Gujarat","Bharuch","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Gujarat","Bharuch","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Gujarat","Bhavnagar","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Gujarat","Bhavnagar","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Gujarat","Bhavnagar","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Gujarat","Botad","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Gujarat","Botad","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Gujarat","Botad","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Gujarat","Chhotaudepur","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Gujarat","Chhotaudepur","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Gujarat","Chhotaudepur","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Gujarat","Dang","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Gujarat","Dang","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Gujarat","Dang","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Gujarat","Devbhumi Dwarka","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Gujarat","Devbhumi Dwarka","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Gujarat","Devbhumi Dwarka","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Gujarat","Dohad","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Gujarat","Dohad","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Gujarat","Dohad","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Gujarat","Gandhinagar","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Gujarat","Gandhinagar","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Gujarat","Gandhinagar","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Gujarat","Gir Somnath","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Gujarat","Gir Somnath","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Gujarat","Gir Somnath","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Gujarat","Jamnagar","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Gujarat","Jamnagar","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Gujarat","Jamnagar","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Gujarat","Junagadh","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Gujarat","Junagadh","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Gujarat","Junagadh","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Gujarat","Kachchh","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Gujarat","Kachchh","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Gujarat","Kachchh","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Gujarat","Kheda","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Gujarat","Kheda","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Gujarat","Kheda","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Gujarat","Mahesana","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Gujarat","Mahesana","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Gujarat","Mahesana","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Gujarat","Mahisagar","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Gujarat","Mahisagar","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Gujarat","Mahisagar","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Gujarat","Morbi","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Gujarat","Morbi","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Gujarat","Morbi","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Gujarat","Narmada","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Gujarat","Narmada","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Gujarat","Narmada","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Gujarat","Navsari","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Gujarat","Navsari","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Gujarat","Navsari","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Gujarat","Panch Mahals","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Gujarat","Panch Mahals","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Gujarat","Panch Mahals","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Gujarat","Patan","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Gujarat","Patan","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Gujarat","Patan","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Gujarat","Rajkot","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Gujarat","Rajkot","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Gujarat","Rajkot","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Gujarat","Sabar Kantha","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Gujarat","Sabar Kantha","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Gujarat","Sabar Kantha","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Gujarat","Surat","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Gujarat","Surat","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Gujarat","Surat","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Gujarat","Surendranagar","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Gujarat","Surendranagar","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Gujarat","Surendranagar","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Gujarat","Tapi","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Gujarat","Tapi","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Gujarat","Tapi","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Gujarat","Vadodara","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Gujarat","Vadodara","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Gujarat","Vadodara","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Gujarat","Valsad","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Gujarat","Valsad","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Gujarat","Valsad","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Haryana","Ambala","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Haryana","Ambala","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Haryana","Ambala","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Haryana","Bhiwani","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Haryana","Bhiwani","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Haryana","Bhiwani","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Haryana","Charki Dadri","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Haryana","Charki Dadri","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Haryana","Charki Dadri","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Haryana","Faridabad","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Haryana","Faridabad","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Haryana","Faridabad","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Haryana","Fatehabad","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Haryana","Fatehabad","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Haryana","Fatehabad","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Haryana","Gurugram","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Haryana","Gurugram","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Haryana","Gurugram","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Haryana","Hisar","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Haryana","Hisar","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Haryana","Hisar","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Haryana","Jhajjar","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Haryana","Jhajjar","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Haryana","Jhajjar","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Haryana","Jind","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Haryana","Jind","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Haryana","Jind","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Haryana","Kaithal","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Haryana","Kaithal","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Haryana","Kaithal","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Haryana","Karnal","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Haryana","Karnal","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Haryana","Karnal","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Haryana","Kurukshetra","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Haryana","Kurukshetra","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Haryana","Kurukshetra","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Haryana","Mahendragarh","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Haryana","Mahendragarh","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Haryana","Mahendragarh","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Haryana","Nuh","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Haryana","Nuh","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Haryana","Nuh","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Haryana","Palwal","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Haryana","Palwal","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Haryana","Palwal","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Haryana","Panchkula","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Haryana","Panchkula","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Haryana","Panchkula","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Haryana","Panipat","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Haryana","Panipat","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Haryana","Panipat","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Haryana","Rewari","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Haryana","Rewari","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Haryana","Rewari","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Haryana","Rohtak","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Haryana","Rohtak","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Haryana","Rohtak","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Haryana","Sirsa","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Haryana","Sirsa","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Haryana","Sirsa","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Haryana","Sonipat","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Haryana","Sonipat","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Haryana","Sonipat","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Haryana","Yamunanagar","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Haryana","Yamunanagar","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Haryana","Yamunanagar","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Himachal Pradesh","Chamba","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Himachal Pradesh","Chamba","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Himachal Pradesh","Chamba","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Himachal Pradesh","Kangra","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Himachal Pradesh","Kangra","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Himachal Pradesh","Kangra","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Himachal Pradesh","Kinnaur","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Himachal Pradesh","Kinnaur","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Himachal Pradesh","Kinnaur","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Himachal Pradesh","Kullu","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Himachal Pradesh","Kullu","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Himachal Pradesh","Kullu","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Himachal Pradesh","Lahul & Spiti","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Himachal Pradesh","Lahul & Spiti","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Himachal Pradesh","Lahul & Spiti","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Himachal Pradesh","Mandi","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Himachal Pradesh","Mandi","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Himachal Pradesh","Mandi","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Himachal Pradesh","Shimla","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Himachal Pradesh","Shimla","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Himachal Pradesh","Shimla","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Himachal Pradesh","Sirmaur","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Himachal Pradesh","Sirmaur","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Himachal Pradesh","Sirmaur","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Himachal Pradesh","Solan","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Himachal Pradesh","Solan","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Himachal Pradesh","Solan","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Himachal Pradesh","Una","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Himachal Pradesh","Una","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Himachal Pradesh","Una","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Jammu & Kashmir","Anantnag","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Jammu & Kashmir","Anantnag","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Jammu & Kashmir","Anantnag","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Jammu & Kashmir","Bandipora","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Jammu & Kashmir","Bandipora","2024-01-02","2024","01","NA","IMD GRID MODEL"
"Jammu & Kashmir","Bandipora","2024-01-03","2024","01","NA","IMD GRID MODEL"
"Jammu & Kashmir","Baramulla","2024-01-01","2024","01","NA","IMD GRID MODEL"
"Jammu & Kashmir","Baramulla","2024-01-02","2024","01","NA","IMD GRID MODEL"
